inner-nginx-752a1829519a5fde.log
30,0.011994937462775598
60,0.011556250000000184
90,0.012177526457771638
120,0.014225771604937836
150,0.014774320987653612
180,0.013707253086418835
210,0.014428286940743489
240,0.013580586646081656
270,0.014444574780057647
300 0.014238033072235758
outer-nginx-752a1829519a5fde.log
30,0.012858546754020355
60,0.012295535714285873
90,0.013152625025939436
120,0.015219212962962048
150,0.01585296296296147
180,0.014645318930039428
210,0.015570075673760803
240,0.014581204168273305
270,0.015407245126788517
300 0.015195915703094476
uwsgi-752a1829519a5fde.log
30,11.552412150089339
60,11.09657738095238
90,11.522618800581034
120,12.070679012345678
150,12.209197530864197
180,11.913734567901235
210,12.064654600168163
240,11.929718255499807
270,12.205761600828014
300 12.237069501429815
